INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182069993,3207,Property Found,PROPERTY - FOUND,, ,,31-08-2018 15:38,2018,8,Friday,15,Part Three,,42.35547514,-71.06051814,"(42.35547514, -71.06051814)"
I182069992,3115,Investigate Person,INVESTIGATE PERSON,E5,727,,31-08-2018 14:32,2018,8,Friday,14,Part Three,GARDNER ST,42.27724055,-71.16780065,"(42.27724055, -71.16780065)"
I182069991,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,397,,30-08-2018 12:00,2018,8,Thursday,12,Part One,TALBOT AVE,42.29004971,-71.07021576,"(42.29004971, -71.07021576)"
I182069990,3301,Verbal Disputes,VERBAL DISPUTE,E18,529,,31-08-2018 14:43,2018,8,Friday,14,Part Three,W MILTON ST,42.23951493,-71.13964409,"(42.23951493, -71.13964409)"
I182069989,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,490,,31-08-2018 13:20,2018,8,Friday,13,Part Three,AMERICAN LEGION HWY,42.27531312,-71.11587798,"(42.27531312, -71.11587798)"
I182069988,311,Robbery,ROBBERY - COMMERCIAL,C11,341,,30-08-2018 23:45,2018,8,Thursday,23,Part One,BOWDOIN ST,42.30609356,-71.0671857,"(42.30609356, -71.06718570)"
I182069987,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,E18,478,,08-08-2018 08:00,2018,8,Wednesday,8,Part Two,TAUNTON AVE,42.26893455,-71.10941865,"(42.26893455, -71.10941865)"
I182069986,3410,Towed,TOWED MOTOR VEHICLE,D14,788,,31-08-2018 14:27,2018,8,Friday,14,Part Three,COMMONWEALTH AVE,42.34136871,-71.14864682,"(42.34136871, -71.14864682)"
I182069985,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,B2,288,,31-08-2018 14:58,2018,8,Friday,14,Part Two,MARVIN ST,42.32988771,-71.08445915,"(42.32988771, -71.08445915)"
I182069984,2629,Harassment,HARASSMENT,E18,516,,31-08-2018 14:21,2018,8,Friday,14,Part Two,TRUMAN PKWY,42.25188297,-71.11915243,"(42.25188297, -71.11915243)"
I182069983,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,64,,31-08-2018 13:00,2018,8,Friday,13,Part One,FRUIT ST,42.36240281,-71.06954652,"(42.36240281, -71.06954652)"
I182069982,802,Simple Assault,ASSAULT SIMPLE - BATTERY,, ,,31-08-2018 14:39,2018,8,Friday,14,Part Two,,42.33257073,-71.11115837,"(42.33257073, -71.11115837)"
I182069981,3114,Investigate Property,INVESTIGATE PROPERTY,E18,519,,31-08-2018 14:27,2018,8,Friday,14,Part Three,DAVISON ST,42.25559206,-71.119909,"(42.25559206, -71.11990900)"
I182069979,2905,Violations,VAL - OPERATING WITHOUT LICENSE,E13,574,,31-08-2018 14:24,2018,8,Friday,14,Part Two,WASHINGTON ST,42.30999747,-71.10401136,"(42.30999747, -71.10401136)"
I182069978,2647,Other,THREATS TO DO BODILY HARM,C11,362,,31-08-2018 14:01,2018,8,Friday,14,Part Two,WASHINGTON ST,42.29131613,-71.07170293,"(42.29131613, -71.07170293)"
I182069977,1109,Fraud,FRAUD - WIRE,E5,704,,28-08-2018 00:00,2018,8,Tuesday,0,Part Two,TENNYSON ST,42.27722463,-71.14924044,"(42.27722463, -71.14924044)"
I182069976,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,355,,30-08-2018 19:22,2018,8,Thursday,19,Part Two,DORCHESTER AVE,42.29919694,-71.06046974,"(42.29919694, -71.06046974)"
I182069976,2647,Other,THREATS TO DO BODILY HARM,C11,355,,30-08-2018 19:22,2018,8,Thursday,19,Part Two,DORCHESTER AVE,42.29919694,-71.06046974,"(42.29919694, -71.06046974)"
I182069975,3301,Verbal Disputes,VERBAL DISPUTE,, ,,31-08-2018 14:06,2018,8,Friday,14,Part Three,CAMDEN,-1,-1,"(-1.00000000, -1.00000000)"
I182069974,724,Auto Theft,AUTO THEFT,B2,604,,29-08-2018 11:50,2018,8,Wednesday,11,Part One,SACHEM ST,42.33151289,-71.10494901,"(42.33151289, -71.10494901)"
I182069973,2647,Other,THREATS TO DO BODILY HARM,B3,444,,31-08-2018 12:20,2018,8,Friday,12,Part Two,VESTA RD,42.2960628,-71.08664795,"(42.29606280, -71.08664795)"
I182069972,3002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,C6,936,,31-08-2018 13:36,2018,8,Friday,13,Part Three,ORTON-MAROTTA WAY,42.33731824,-71.0538321,"(42.33731824, -71.05383210)"
I182069971,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,D14,794,,29-08-2018 12:00,2018,8,Wednesday,12,Part Three,COMMONWEALTH AVE,42.34835708,-71.13645291,"(42.34835708, -71.13645291)"
I182069970,619,Larceny,LARCENY ALL OTHERS,C11,242,,12-08-2018 16:20,2018,8,Sunday,16,Part One,BAKERSFIELD ST,42.31567062,-71.0613961,"(42.31567062, -71.06139610)"
I182069969,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,50,,29-08-2018 20:00,2018,8,Wednesday,20,Part One,CAMBRIDGE ST,42.38233296,-71.07923596,"(42.38233296, -71.07923596)"
I182069966,3115,Investigate Person,INVESTIGATE PERSON,, ,,30-08-2018 14:28,2018,8,Thursday,14,Part Three,WARREN,,,"(0.00000000, 0.00000000)"
I182069965,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,219,,31-08-2018 10:00,2018,8,Friday,10,Part One,OLD HARBOR ST,42.33149655,-71.04742314,"(42.33149655, -71.04742314)"
I182069964,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,560,,31-08-2018 13:44,2018,8,Friday,13,Part Three,WASHINGTON ST,42.28625875,-71.12833143,"(42.28625875, -71.12833143)"
I182069963,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,177,,31-08-2018 13:08,2018,8,Friday,13,Part Three,SOUTHAMPTON ST,42.3318188,-71.06868237,"(42.33181880, -71.06868237)"
I182069962,3410,Towed,TOWED MOTOR VEHICLE,A15,50,,31-08-2018 13:02,2018,8,Friday,13,Part Three,ROLAND ST,42.38189643,-71.07821902,"(42.38189643, -71.07821902)"
I182069960,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,143,,31-08-2018 13:22,2018,8,Friday,13,Part Two,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182069959,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,752,,31-08-2018 14:15,2018,8,Friday,14,Part One,GREYMERE RD,42.34854976,-71.16260923,"(42.34854976, -71.16260923)"
I182069958,1402,Vandalism,VANDALISM,C6,914,,10-08-2018 21:00,2018,8,Friday,21,Part Two,MONSIGNOR DENNIS F O'CALL,42.32752693,-71.05541255,"(42.32752693, -71.05541255)"
I182069957,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,A7,20,,31-08-2018 13:29,2018,8,Friday,13,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I182069956,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,427,,31-08-2018 11:53,2018,8,Friday,11,Part One,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I182069955,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,457,,31-08-2018 13:32,2018,8,Friday,13,Part Three,BRADSHAW ST,42.29855717,-71.08348265,"(42.29855717, -71.08348265)"
I182069954,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,D4,170,,31-08-2018 13:31,2018,8,Friday,13,Part Three,E SPRINGFIELD ST,42.3360292,-71.07517847,"(42.33602920, -71.07517847)"
I182069953,3301,Verbal Disputes,VERBAL DISPUTE,C11,461,,31-08-2018 13:43,2018,8,Friday,13,Part Three,ROSSETER ST,42.30417845,-71.07600129,"(42.30417845, -71.07600129)"
I182069952,3114,Investigate Property,INVESTIGATE PROPERTY,E18,555,,31-08-2018 12:41,2018,8,Friday,12,Part Three,METROPOLITAN AVE,42.27435819,-71.12403732,"(42.27435819, -71.12403732)"
I182069951,616,Larceny,LARCENY THEFT OF BICYCLE,D4,138,,31-08-2018 09:40,2018,8,Friday,9,Part One,NEWBURY ST,42.35059717,-71.07881031,"(42.35059717, -71.07881031)"
I182069950,619,Larceny,LARCENY ALL OTHERS,D14,796,,31-08-2018 13:16,2018,8,Friday,13,Part One,COMMONWEALTH AVE,42.35107111,-71.12570166,"(42.35107111, -71.12570166)"
I182069949,3201,Property Lost,PROPERTY - LOST,E5,941,,31-08-2018 13:48,2018,8,Friday,13,Part Three,ARCHDALE RD,42.2917221,-71.1196546,"(42.29172210, -71.11965460)"
I182069948,613,Larceny,LARCENY SHOPLIFTING,B2,311,,31-08-2018 12:20,2018,8,Friday,12,Part One,WARREN ST,42.3169665,-71.08254058,"(42.31696650, -71.08254058)"
I182069946,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,614,,21-08-2018 12:00,2018,8,Tuesday,12,Part Three,BROOKLINE AVE,42.33962338,-71.10649737,"(42.33962338, -71.10649737)"
I182069945,2647,Other,THREATS TO DO BODILY HARM,C11,362,,31-08-2018 12:44,2018,8,Friday,12,Part Two,ALLSTON ST,42.29358236,-71.06735449,"(42.29358236, -71.06735449)"
I182069944,3207,Property Found,PROPERTY - FOUND,B2,179,,31-08-2018 13:40,2018,8,Friday,13,Part Three,GERARD ST,42.33130578,-71.07194742,"(42.33130578, -71.07194742)"
I182069943,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E5,731,,31-08-2018 12:10,2018,8,Friday,12,Part Three,TEMPLE ST,42.27980181,-71.16196326,"(42.27980181, -71.16196326)"
I182069942,3410,Towed,TOWED MOTOR VEHICLE,A7,22,,31-08-2018 13:06,2018,8,Friday,13,Part Three,HAVRE ST,42.37622688,-71.03439728,"(42.37622688, -71.03439728)"
I182069941,3301,Verbal Disputes,VERBAL DISPUTE,D14,938,,31-08-2018 12:00,2018,8,Friday,12,Part Three,JETTE CT,42.3468275,-71.14319087,"(42.34682750, -71.14319087)"
I182069940,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E5,679,,31-08-2018 11:50,2018,8,Friday,11,Part Three,BIRCH ST,42.28656686,-71.13038048,"(42.28656686, -71.13038048)"
I182069938,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,450,,31-08-2018 13:06,2018,8,Friday,13,Part Three,WHITFIELD ST,42.291106,-71.07424442,"(42.29110600, -71.07424442)"
I182069937,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,525,,31-08-2018 10:30,2018,8,Friday,10,Part Three,NEPONSET VALLEY PKWY,42.23603929,-71.12718154,"(42.23603929, -71.12718154)"
I182069936,3115,Investigate Person,INVESTIGATE PERSON,E13,912,,31-08-2018 12:47,2018,8,Friday,12,Part Three,HEATH ST,42.32513051,-71.09940815,"(42.32513051, -71.09940815)"
I182069935,619,Larceny,LARCENY ALL OTHERS,A1,115,,22-08-2018 13:21,2018,8,Wednesday,13,Part One,SOUTH ST,42.3518674,-71.05720373,"(42.35186740, -71.05720373)"
I182069934,3301,Verbal Disputes,VERBAL DISPUTE,E13,577,,31-08-2018 12:29,2018,8,Friday,12,Part Three,ARCADIA ST,42.31650656,-71.09988227,"(42.31650656, -71.09988227)"
I182069933,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,571,,30-08-2018 23:00,2018,8,Thursday,23,Part Three,FOREST HILLS ST,42.31078949,-71.10224589,"(42.31078949, -71.10224589)"
I182069932,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,450,,13-08-2018 13:00,2018,8,Monday,13,Part Two,WASHINGTON ST,42.29131613,-71.07170293,"(42.29131613, -71.07170293)"
I182069930,3114,Investigate Property,INVESTIGATE PROPERTY,, ,,31-08-2018 05:00,2018,8,Friday,5,Part Three,LONG,-1,-1,"(-1.00000000, -1.00000000)"
I182069929,3114,Investigate Property,INVESTIGATE PROPERTY,B3,429,,31-08-2018 11:49,2018,8,Friday,11,Part Three,MARDEN AVE,42.28479807,-71.08685632,"(42.28479807, -71.08685632)"
I182069928,1402,Vandalism,VANDALISM,C6,193,,30-08-2018 05:16,2018,8,Thursday,5,Part Two,PREBLE ST,42.32935284,-71.05601628,"(42.32935284, -71.05601628)"
I182069927,724,Auto Theft,AUTO THEFT,E13,646,,31-08-2018 10:54,2018,8,Friday,10,Part One,CENTRE ST,42.31069447,-71.11468072,"(42.31069447, -71.11468072)"
I182069925,3201,Property Lost,PROPERTY - LOST,B2,282,,31-08-2018 12:15,2018,8,Friday,12,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182069924,1402,Vandalism,VANDALISM,A15,59,,29-08-2018 19:00,2018,8,Wednesday,19,Part Two,UNION ST,42.37435896,-71.06429459,"(42.37435896, -71.06429459)"
I182069923,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C6,220,,31-08-2018 10:25,2018,8,Friday,10,Part One,E BROADWAY,42.33546813,-71.04489149,"(42.33546813, -71.04489149)"
I182069921,616,Larceny,LARCENY THEFT OF BICYCLE,A1,83,,30-08-2018 20:00,2018,8,Thursday,20,Part One,HENCHMAN ST,42.36721232,-71.05369636,"(42.36721232, -71.05369636)"
I182069920,3201,Property Lost,PROPERTY - LOST,B2,287,,31-08-2017 12:08,2017,8,Thursday,12,Part Three,SHAWMUT AVE,42.33192532,-71.08411222,"(42.33192532, -71.08411222)"
I182069919,3301,Verbal Disputes,VERBAL DISPUTE,E18,516,,31-08-2018 11:36,2018,8,Friday,11,Part Three,TRUMAN PKWY,42.25188297,-71.11915243,"(42.25188297, -71.11915243)"
I182069918,3410,Towed,TOWED MOTOR VEHICLE,C11,245,,31-08-2018 10:40,2018,8,Friday,10,Part Three,SYDNEY ST,42.31810467,-71.05258004,"(42.31810467, -71.05258004)"
I182069917,1402,Vandalism,VANDALISM,D14,814,,30-08-2018 22:00,2018,8,Thursday,22,Part Two,SORRENTO ST,42.35888826,-71.12490257,"(42.35888826, -71.12490257)"
I182069916,3115,Investigate Person,INVESTIGATE PERSON,C6,222,,31-08-2018 10:20,2018,8,Friday,10,Part Three,K ST,42.33586762,-71.03742275,"(42.33586762, -71.03742275)"
I182069914,3410,Towed,TOWED MOTOR VEHICLE,D14,793,,31-08-2018 08:30,2018,8,Friday,8,Part Three,SCOTTFIELD RD,42.34751259,-71.13689285,"(42.34751259, -71.13689285)"
I182069913,3125,Warrant Arrests,WARRANT ARREST,E13,906,,31-08-2018 11:28,2018,8,Friday,11,Part Three,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
I182069913,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,906,,31-08-2018 11:28,2018,8,Friday,11,Part Two,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
I182069913,1402,Vandalism,VANDALISM,E13,906,,31-08-2018 11:28,2018,8,Friday,11,Part Two,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
I182069912,3301,Verbal Disputes,VERBAL DISPUTE,C11,362,,31-08-2018 11:10,2018,8,Friday,11,Part Three,WASHINGTON ST,42.29057504,-71.07165726,"(42.29057504, -71.07165726)"
I182069911,3125,Warrant Arrests,WARRANT ARREST,E13,572,,31-08-2018 11:30,2018,8,Friday,11,Part Three,ATHERTON ST,42.31565205,-71.09843506,"(42.31565205, -71.09843506)"
I182069909,2647,Other,THREATS TO DO BODILY HARM,B2,318,,30-08-2018 17:30,2018,8,Thursday,17,Part Two,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)"
I182069908,619,Larceny,LARCENY ALL OTHERS,E5,822,,30-08-2018 14:00,2018,8,Thursday,14,Part One,WILLERS ST,42.25947104,-71.15077874,"(42.25947104, -71.15077874)"
I182069907,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E13,571,,31-08-2018 11:00,2018,8,Friday,11,Part Two,ROBESON ST,42.30999157,-71.10048419,"(42.30999157, -71.10048419)"
I182069906,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,313,,31-08-2018 09:48,2018,8,Friday,9,Part Three,WYOMING ST,42.31508518,-71.08508813,"(42.31508518, -71.08508813)"
I182069905,724,Auto Theft,AUTO THEFT,E18,497,,30-08-2018 22:53,2018,8,Thursday,22,Part One,BRADLEE CT,42.26982567,-71.11699322,"(42.26982567, -71.11699322)"
I182069904,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,, ,,31-08-2018 10:53,2018,8,Friday,10,Part Three,,42.36124069,-71.06631987,"(42.36124069, -71.06631987)"
I182069903,3115,Investigate Person,INVESTIGATE PERSON,A1,66,,31-08-2018 09:15,2018,8,Friday,9,Part Three,W CEDAR ST,42.36063386,-71.07005247,"(42.36063386, -71.07005247)"
I182069902,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B3,444,,31-08-2018 11:16,2018,8,Friday,11,Part Two,BLUE HILL AVE,42.29840112,-71.08674834,"(42.29840112, -71.08674834)"
I182069901,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,, ,,31-08-2018 11:03,2018,8,Friday,11,Part Two,,42.29869822,-71.08676023,"(42.29869822, -71.08676023)"
I182069900,3125,Warrant Arrests,WARRANT ARREST,A7,24,,31-08-2018 10:21,2018,8,Friday,10,Part Three,EUTAW ST,42.37949215,-71.03685008,"(42.37949215, -71.03685008)"
I182069899,3201,Property Lost,PROPERTY - LOST,C11,335,,26-08-2018 14:00,2018,8,Sunday,14,Part Three,BARRY ST,42.30870401,-71.06844484,"(42.30870401, -71.06844484)"
I182069898,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,444,,31-08-2018 10:07,2018,8,Friday,10,Part Three,VESTA RD,42.2960628,-71.08664795,"(42.29606280, -71.08664795)"
I182069897,3125,Warrant Arrests,WARRANT ARREST,B2,179,,31-08-2018 10:15,2018,8,Friday,10,Part Three,GERARD ST,42.33130578,-71.07194742,"(42.33130578, -71.07194742)"
I182069896,3114,Investigate Property,INVESTIGATE PROPERTY,A1,112,,31-08-2018 09:56,2018,8,Friday,9,Part Three,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)"
I182069895,2405,Disorderly Conduct,DISORDERLY CONDUCT,A1,112,,31-08-2018 09:56,2018,8,Friday,9,Part Two,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)"
I182069894,2647,Other,THREATS TO DO BODILY HARM,C11,352,,31-08-2018 10:25,2018,8,Friday,10,Part Two,DORCHESTER AVE,42.30114533,-71.05991447,"(42.30114533, -71.05991447)"
I182069893,2647,Other,THREATS TO DO BODILY HARM,E18,496,,31-08-2018 10:12,2018,8,Friday,10,Part Two,HYDE PARK AVE,42.26701085,-71.12096171,"(42.26701085, -71.12096171)"
I182069892,1402,Vandalism,VANDALISM,B2,299,,30-08-2018 20:00,2018,8,Thursday,20,Part Two,FENWICK PL,42.32416015,-71.08732873,"(42.32416015, -71.08732873)"
I182069890,3201,Property Lost,PROPERTY - LOST,E5,550,,29-08-2018 14:00,2018,8,Wednesday,14,Part Three,WASHINGTON ST,42.27581799,-71.13991259,"(42.27581799, -71.13991259)"
I182069889,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,206,,22-08-2018 14:39,2018,8,Wednesday,14,Part Three,CONGRESS ST,42.35019184,-71.0482087,"(42.35019184, -71.04820870)"
I182069888,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,404,,30-08-2018 17:30,2018,8,Thursday,17,Part One,DORCHESTER AVE,42.27673598,-71.06683537,"(42.27673598, -71.06683537)"
I182069887,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,219,,30-08-2018 18:00,2018,8,Thursday,18,Part Three,GATES ST,42.33208391,-71.04823023,"(42.33208391, -71.04823023)"
I182069885,3410,Towed,TOWED MOTOR VEHICLE,B3,944,,31-08-2018 10:19,2018,8,Friday,10,Part Three,AMES ST,42.28956988,-71.08510501,"(42.28956988, -71.08510501)"
I182069884,1402,Vandalism,VANDALISM,C6,219,,31-05-2018 18:00,2018,5,Thursday,18,Part Two,OLD HARBOR ST,42.33149655,-71.04742314,"(42.33149655, -71.04742314)"
I182069883,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,, ,,31-08-2018 09:59,2018,8,Friday,9,Part Two,,42.32940724,-71.08333422,"(42.32940724, -71.08333422)"
I182069882,3410,Towed,TOWED MOTOR VEHICLE,D14,792,,31-08-2018 09:31,2018,8,Friday,9,Part Three,KELTON ST,42.34819899,-71.13941863,"(42.34819899, -71.13941863)"
I182069880,619,Larceny,LARCENY ALL OTHERS,A1,66,,30-08-2018 18:15,2018,8,Thursday,18,Part One,CHARLES ST,42.35979038,-71.07078234,"(42.35979038, -71.07078234)"
I182069879,3115,Investigate Person,INVESTIGATE PERSON,C6, ,,31-08-2018 09:48,2018,8,Friday,9,Part Three,,,,"(0.00000000, 0.00000000)"
I182069878,3115,Investigate Person,INVESTIGATE PERSON,B3,465,,31-08-2018 09:56,2018,8,Friday,9,Part Three,HAVELOCK ST,42.28631299,-71.09218412,"(42.28631299, -71.09218412)"
I182069877,3410,Towed,TOWED MOTOR VEHICLE,C11,348,,31-08-2018 09:51,2018,8,Friday,9,Part Three,KIMBALL ST,42.30465964,-71.0580552,"(42.30465964, -71.05805520)"
I182069876,3115,Investigate Person,INVESTIGATE PERSON,C11,253,,31-08-2018 09:00,2018,8,Friday,9,Part Three,BEACH ST,42.30178949,-71.05514183,"(42.30178949, -71.05514183)"
I182069875,3301,Verbal Disputes,VERBAL DISPUTE,B3,418,,31-08-2018 08:56,2018,8,Friday,8,Part Three,EVANS ST,42.28252537,-71.07977256,"(42.28252537, -71.07977256)"
I182069874,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,B2,587,,31-08-2018 08:38,2018,8,Friday,8,Part Three,DELLE AVE,42.33082052,-71.09800691,"(42.33082052, -71.09800691)"
I182069872,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,793,,30-08-2018 08:00,2018,8,Thursday,8,Part Three,WALBRIDGE ST,42.34740588,-71.13532566,"(42.34740588, -71.13532566)"
I182069871,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,319,,31-08-2018 08:22,2018,8,Friday,8,Part Two,SEAVER ST,42.30603974,-71.0862124,"(42.30603974, -71.08621240)"
I182069871,1402,Vandalism,VANDALISM,B2,319,,31-08-2018 08:22,2018,8,Friday,8,Part Two,SEAVER ST,42.30603974,-71.0862124,"(42.30603974, -71.08621240)"
I182069870,3410,Towed,TOWED MOTOR VEHICLE,C11,334,,31-08-2018 07:46,2018,8,Friday,7,Part Three,BOWDOIN ST,42.31016764,-71.0629118,"(42.31016764, -71.06291180)"
I182069869,1402,Vandalism,VANDALISM,C6,214,,27-08-2018 22:00,2018,8,Monday,22,Part Two,E ST,42.33762749,-71.04950865,"(42.33762749, -71.04950865)"
I182069868,3001,Medical Assistance,DEATH INVESTIGATION,C11,345,,31-08-2018 05:18,2018,8,Friday,5,Part Three,DRAPER ST,42.30246937,-71.06376578,"(42.30246937, -71.06376578)"
I182069867,3410,Towed,TOWED MOTOR VEHICLE,D14,788,,31-08-2018 07:55,2018,8,Friday,7,Part Three,COMMONWEALTH AVE,42.34136871,-71.14864682,"(42.34136871, -71.14864682)"
I182069865,613,Larceny,LARCENY SHOPLIFTING,D4,149,,31-08-2018 07:12,2018,8,Friday,7,Part One,COLUMBUS AVE,42.34657497,-71.0743865,"(42.34657497, -71.07438650)"
I182069864,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D14,778,,31-08-2018 06:14,2018,8,Friday,6,Part Three,MURDOCK ST,42.35034255,-71.14785832,"(42.35034255, -71.14785832)"
I182069863,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C11,347,,31-08-2018 06:16,2018,8,Friday,6,Part Three,ADAMS ST,42.30680944,-71.0622079,"(42.30680944, -71.06220790)"
I182069862,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A15,41,,30-08-2018 04:00,2018,8,Thursday,4,Part Three,VINE ST,42.37663167,-71.05593196,"(42.37663167, -71.05593196)"
I182069861,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,427,,31-08-2018 06:18,2018,8,Friday,6,Part One,WILMORE ST,42.2779637,-71.09246318,"(42.27796370, -71.09246318)"
I182069860,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,613,,31-08-2018 06:08,2018,8,Friday,6,Part Three,PILGRIM RD,42.33889293,-71.10893598,"(42.33889293, -71.10893598)"
I182069859,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C6,186,,31-08-2018 04:28,2018,8,Friday,4,Part One,BOSTON ST,42.32692112,-71.05841861,"(42.32692112, -71.05841861)"
I182069859,1402,Vandalism,VANDALISM,C6,186,,31-08-2018 04:28,2018,8,Friday,4,Part Two,BOSTON ST,42.32692112,-71.05841861,"(42.32692112, -71.05841861)"
I182069858,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,172,,31-08-2018 06:01,2018,8,Friday,6,Part Three,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.33311189, -71.07276370)"
I182069857,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A15,900,,31-08-2018 04:30,2018,8,Friday,4,Part One,BUNKER HILL ST,42.37858217,-71.06142422,"(42.37858217, -71.06142422)"
I182069855,1402,Vandalism,VANDALISM,D4,285,,31-08-2018 00:00,2018,8,Friday,0,Part Two,COLUMBUS AVE,42.336868,-71.086888,"(42.33686800, -71.08688800)"
I182069854,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,938,,31-08-2018 04:06,2018,8,Friday,4,Part Three,FIDELIS WAY,42.34531664,-71.14298078,"(42.34531664, -71.14298078)"
I182069853,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,304,,31-08-2018 03:25,2018,8,Friday,3,Part Three,DIMOCK ST,42.31909398,-71.09556647,"(42.31909398, -71.09556647)"
I182069852,3501,Missing Person Reported,MISSING PERSON,C11,369,,31-08-2018 02:56,2018,8,Friday,2,Part Three,HOUGHTON ST,42.29548607,-71.05227549,"(42.29548607, -71.05227549)"
I182069851,613,Larceny,LARCENY SHOPLIFTING,D4,134,,31-08-2018 02:30,2018,8,Friday,2,Part One,BOYLSTON ST,42.3503787,-71.07626098,"(42.35037870, -71.07626098)"
I182069850,1402,Vandalism,VANDALISM,C11,351,,31-08-2018 01:24,2018,8,Friday,1,Part Two,CLAYTON ST,42.30181052,-71.05622804,"(42.30181052, -71.05622804)"
I182069850,3410,Towed,TOWED MOTOR VEHICLE,C11,351,,31-08-2018 01:24,2018,8,Friday,1,Part Three,CLAYTON ST,42.30181052,-71.05622804,"(42.30181052, -71.05622804)"
